,User,Tweet
11860,gauagg,"@narendramodi ji from Varanasi
@AmitShah ji from Gandhinagar from where Advani ji is the sitting MP
@rajnathsingh ji from Lucknow
@smritiirani ji from Amethi against @RahulGandhi 
Are some of the eminent names declared in the 1st List
#LokSabhaElections2019"
11861,rishavkedia19,"@RahulGandhi Start looking for a safe second seat if you dont want humiliation in the upcoming #LokSabhaElections2019 
@smritiirani for #Amethi 

#BJPFirstList"
11862,roarDworld,"@Shehzad_Ind @ajaypshetty @RahulGandhi near 2 election, I am sure @smritiirani 2 force #RahulGandhi either shift 2 safer seat or contest 2nd seat in addition to #amethi 
#RangDeKesari"
11863,PuriVirender,"@BJP4India announced first list of 184 names for #LokSabhaElections2019
@narendramodi from #Varanasi, @AmitShah from #Gandhinagar which had been #LKAdvani 's traditional seat, @smritiirani once again from #Amethi @RahulGandhi 's traditional seat @Gen_VKSingh
from #Ghaziabad"
11864,amit7794,"All the best @smritiirani and @RahulGandhi for the elections. Hope the best will win! 
#LokSabhaElections2019"
11865,tiwariavinash,"In amethi now again @RahulGandhi vs @smritiirani, who will win this time? past five years smriti irani has do work for amethi and connected to people, will her work help to win election, let's see on 23rd may.
#LokSabhaElections2019 
#amethi"
11866,Rishit_Sodha98,I wish smt. @smritiirani ji all the best for upcoming #LokSabhaElections2019 as she is going to contest from #amethi against dynesty king and liar @RahulGandhi . I wish she would win this time with huge margin and will start the end of dynesty politics and bring development their
11867,MODIfied_SKP,"The biggest &amp; most interesting one sided victory in this #LokSabhaElections2019 will be from Amethi - the Kaamdar @smritiirani  Vs @RahulGandhi the Naamdar.

#शुभ_होली व #NowruzMubarak  Smriti Ji 🙏"
11868,DeeptiSachdeva_,"It’s @SmritiIraniOffc vs @RahulGandhi in amethi.

#BREAKING #2019Elections #VerdictOnModi2019 #LokSabhaElections2019"
11869,AninBanerjee,Big Breaking: it's @RahulGandhi Vs @smritiirani this #LokSabhaElections2019
11870,kr_cool,"Let @INCIndia @RahulGandhi announce that @priyankagandhi shall be their #PrimeMinister candidate.

And votes will come for sure.
#2019Elections #2019OpinionPoll #PrimeMinister #Elections2019 #PriyankaGandhi #RahulGandhi"
11871,IMSHREESHAIL,"@siddaramaiah must be blamed for @INCIndia defeat in #LokSabhaElections2019 
Never caring about winning candidate #SumalathaAmbareesh 
@RahulGandhi , #JDS causing huge loss to Congress 
#gobacknikhil_kumaraswamy"
11872,Deepika49402202,@sonamJain001 @RahulGandhi @sonamJain001 k bachcho ko Bhagwan plz #RahulGandhi jaisa hi banana. U retweet this Sonam with acceptance if u actually support him
11873,WongPing10,"@RahulGandhi Yes Mr. #rahulgandhi
 #indiragandhidacoithai
#jawaharlalnehrudacoithai
#rajeevgandhidacoithai
#soniagandhidacoithai
#rahulgandhidacoithai"
11874,iamrajat27,@RahulGandhi Mr #RahulGandhi any comment regarding to the return of #NiravModi  why are you silent #IndiaWantToKnow
11875,PursueRam,@htTweets @RahulGandhi And you never had one during UPA with MuteMohan! #Election2019 #LokSabhaElections2019 @DrGPradhan
11876,bharatchunav,Let's change for a positive change. Let's not allow anyone to play with our future. Let's vote for #imandarchowkidar #RahulGandhi #RahulTakingIndiaForward #RahulGandhiForPM #raga @RahulGandhi @divyaspandana @IYC
11877,Dharm90Incbihar,"@narendramodi Ur work is sameless sir how are you saying you are better than congress 
#RahulGandhi 
@RahulGandhi 
@WithPGV"
11878,MAGESHW57341284,"@rajnathsingh
@mkstalin
@RahulGandhi
@amithsha1
@dna
#WHETHER any small unrecognised Political Parties contesting on Registered&amp;Recognised Parties SYMBOL viz DMK symbol permissible under RP ACT 1951 or any Law established?
#CEO TAMILNADU STATE
#SCI
#ECI
#LokSabhaElections2019"
11879,MorningWalkers,"@RahulGandhi Another false narrative by Congress. One need to analyze if this report covers all areas, could be that many men moved to self employment, more women started working, more professional qualified people which all adds up to this report.#NaMoAgain #LokSabhaElections2019"
11880,WongPing10,@JhaSanjay @RahulGandhi I am fan od #RahulGandhi as a Comedian😜
11881,MajumdarSid,"@narendramodi how come all ur friends #NiravModi #MehulChoksi and the rest coming back to India just before #LokSabhaElections2019? 
@sardesairajdeep @akashbanerjee @ShekharGupta @Nidhi @Iypan8 @sagarikaghose @jigneshmevani80 @thewire_in @RahulGandhi"
11882,BasantShiv,@RahulGandhi @WithPGV @narendramodi How I wish #NarendraModi was #India's Prime Minister when Warren Anderson (#Bhopal) and Ottavio Quattrocchi (#Bofors) fled with blood on their hands and cheating Indian taxpayers. #journalism
11883,samPradeepa,@RahulGandhi @divyaspandana How I wish #NarendraModi was #India's Prime Minister when Warren Anderson (#Bhopal) and Ottavio Quattrocchi (#Bofors) fled with blood on their hands and cheating Indian taxpayers.
11884,roarDworld,"@INCIndia @RahulGandhi if this is true then #RahulGandhi should thank @narendramodi as 99% of black money India belongs to #GandhiKhanNehru Family....
#NiravArrested as #Chowkidar chowkanna he.....
#ChowkidarJailsNirav"
11885,realavinash37,@priyankagandhi came in the politics just to confuse us that who is more dumb?? She or her brother @RahulGandhi  #PriyankaGandhi #CongressCollapse #ChowkidarJailsNirav #ChowkidarNetsNirav #RahulGandhiChorHai #NarendraModiBiopic #NarendraModi
11886,imridul2k,"@timesofindia @RahulGandhi Media should apologise for misquoting, he meant to say that #RahulGandhi himself is a joke.... awww, so true"
11887,ShashidharHegd5,@RahulGandhi Joke will be Joke and never become PM!! #ShameOnCongress #MainBhiChowkidar #ModiOnceMore #LokSabhaElections2019
11888,the_nhiraj,"Now that @narendramodi bhakts have prefixed their name with #CHOWKIDAR , I urge all the @RahulGandhi supporters to prefix #Pappu to their names. Dekhte hai kisme kitna hai dum? 😉😉😉

#MainBhiChowkidar #LokSabhaElections2019 #ModiVsPappu"
11889,CaptAssamRegt,"@ShefVaidya @INCIndia @RahulGandhi Mr #RahulGandhi ,
World is missing your #Rafale  ranting since a few days.
Just reminding."
11890,CaptAssamRegt,"@NupurSharmaBJP @RahulGandhi #RahulGandhi is happy because he is on bail and sad because he soon will go to Jail. 
#NiravModi #NiravArrested #NiravDeniedBail #NiravGoesToJail"
11891,pmaliens,"@the_truepicture @narendramodi For #Congress, #Chowkidar is a low level job 
For #NarendraModi it is a work of dignity..

Baas itna hii farak hae sooch mae dosto...
Itna hii farak hae!!

#MainBhiChowkidar 
#LokSabhaElections2019 
@INCIndia 
@RahulGandhi 
@LillyMaryPinto"
11892,abhishekbhumi_,"@RahulGandhi dear #RahulGandhi,
you have no same at all you looted #farmers land and gave it to your jija."
11893,bigbindian,"@TVMohandasPai Can we @RahulGandhi P#### this election or #ElectionCommission has blocked our rights ""Freedom of speech"" this #LokSabhaElections2019 too -@TimesNow @aajtak @ZeeNews @republic"
11894,agniishwari,@KPadmaRani1 @RahulGandhi We continue to churn out ethical illiterates and moral idiots. Our education continues to be value-agnostic and value-neutral. #EducationEquity #EducationForAll #RahulGandhi #NarendraModi #WednesdayMotivation #EducationThatWorksForYou #Knowledgeispower #knowledgemanagement
11895,AdityaP53292565,@INCIndia @RahulGandhi You dont need to excite bcz #rahulgandhi had one mission of to losing a congress
11896,rkvvss,"Judges of UK #Westminister court, #Metropolitan police, #TheresaMay all are part of #MainBhiChowkidar 

How can they keep the poor #NiravModi in jail till 29th, this is very bad for Indians.  If @RahulGandhi is the #PrimeMinister he won't let this happen.

#RahulGandhi @INCIndia"
11897,youdle,"@RahulGandhi please start a campaign for ur congressi followers like #MainBhiChowkidar and call it #MainBhiBaildaar. Let's see how many leaders of your party are out on bail 😂
#2019Elections #ModiChantSpooksCong #ModiVsPappu #ModiOnceMore #ModiModiModi #NaMoBharath #RahulGandhi"
11898,Kinjaalshahh,@RahulGandhi #RahulGandhi do you think that why figure you are telling were employed before 2014... Or else you think that honourable Pm has made them unemployed..
11899,sujaykirti272,@RahulGandhi Its true our young generation wont only employment not other #RahulGandhi
11900,sunilbpujari,"@JhaSanjay @RahulGandhi Dont worry you will one job as leader of opposition party in May 2019
#LokSabhaElections2019 
#ModiOnceMore 
#BattleOf2019"
11901,jgandhig,"@RahulGandhi Anyway PS5 is releasing soon.. As you can use it post 23rd May.
#Playstation5 #LokSabhaElections2019"
11902,majharulmd007,@Savan6454 @RahulGandhi Hay..are you doing some work or jobs etc or still grabbing on others income. I am sure you are doing good some good work in life then why you opposing the real truth on this unemployment.yes you may not like #RahulGandhi but way by avoiding truth.
11903,Z_P_Special,@JhaSanjay @RahulGandhi I'm a #RahulGandhi fan.
11904,SajalSingh2024,"@RahulGandhi You small brain RG, stop spreading rumours. I challenge u to discuss about Inflation, growth, welfare if u have knowledge to do so or ask Chidambaram. In UPA 10 years rule avg inflation was 10.4%, wherein NDA it is 3.9%. who affected from hi inflation- poor only.#NarendraModi"
11905,shashi1208,"@LambaAlka @narendramodi @PMOIndia @RahulGandhi Still @ArvindKejriwal is beginning for alliance to Congress.
#LokSabhaElections2019"
11906,KajaVinoth,"Dear Indians Vote Now? 

#Narendramodi #NiravModi #ChowkidarChorHai  #LokSabhaElections2019 @Swamy39 @RahulGandhi #HappyHoli2019"
11907,GopalaGowdaa,"@RahulGandhi Party Claims that #Nirav was sent by government, brought back for Elections #NiravArrested #RahulGandhi #Ghulam #NiravModi #NamoAgain"
11908,Surav012,"@RahulGandhi #ChowkidarNiravModi is arrested in London.

#NiravModi #NiravArrested #InternationalDayOfHappiness #377अबNormal #LoksabhaElections2019 #ChowkidarOrChor #Chowkidar"
11909,DaphneDawson18,"@jaijaicongress @AkhterH007007 @AICC @RahulGandhi @INCIndia #RahulGandhi i hv just shifted to Gujarat with my family n bcoz m not a gujarati i cannot get a job here even the cops cum up to my landlady n trouble her to remove us frm our house we r being tortured here,plz #RahulGandhi save our country"
11910,tejasdeokar1996,"@RahulGandhi I think this scenario was created because of wrong decisions of #Congress government.
#RahulGandhi has no other issues other than #unemployment and #RafaleDeal"
11911,BengalNewzIndia,"Amid uncertainty over seat sharing in the 'mahagathbandhan' (grand alliance) in #Bihar, #Congress President #RahulGandhi is likely to address a rally in #Purnea district on 23 March. | @INCBihar @RahulGandhi RT@BengalNewzHindi @BengalNewz"
11912,Yash_NotSo_Jain,@one_by_two And @RahulGandhi joins @Mayawati ...says will not contest #LokSabhaElections2019  this year.
11913,bhaveshastik,"#NiravArrested  It's huge success of @BJP4India government .. 

Waiting for opposition party to praise #NarendraModi for this massive achievement. What say @RahulGandhi"
11914,AglodiyaMoin,@priyankagandhi @priyankagandhi #bharatanenenu movie so admire movie Politics movie.. This movie so amazing. All India people. Watching movie.. #Congress party successful in india #RahulGandhi next pm in India. My wish. Thanks full @urstrulyMahesh @RahulGandhi @priyankagandhi               most
11915,AglodiyaMoin,@priyankagandhi #bharatanenenu movie so admire movie Politics movie.. This movie so amazing. All India people. Watching movie.. #Congress party successful in india #RahulGandhi next pm in India. My wish. Thanks full @urstrulyMahesh @RahulGandhi @priyankagandhi               most
11916,MAGESHW57341284,"@narendramodi
@RahulGandhi
@KapilSibal
@arunjaitley
DYNASTIC/SINGLE FAMILY POLITICIANS DON'T MISLEAD PEOPLE
RSS LEADERSHIP GRACEFULLY REJECTED FIRST CITIZEN (PRESIDENTIAL POSITION) OFFERED BY ENTIRE SYSTEM OF INDIA WHICH IS UNPRECEDENTED IN WORLDS HISTORY
#LokSabhaElections2019"
11917,IMSHREESHAIL,"@INCIndia @RahulGandhi Greatly appreciate #rahulgandhi interaction with people 
Long way to go, not eligible to be PM candidate right now"
11918,LaksshyaAdvani,"@sardesairajdeep @RahulGandhi Where was he and his interactions for so many years. ??

Even #RahulGandhi knows #PhirEkBaarModiSarkar Sure Shot."
11919,AbasahebDeokar,"@RahulGandhi 
#PRIYANKAGANDHI = #RAHULGANDHI = #FANCYDRESS #PARTICIPANTS - For acquiring #VOTES, #CONGRESS is conducting Fancy Dress Competition through the heirs of #NEHRUGANDHI #DYNASTY. PEOPLE OF INDIA NEED TO EXERCISE CAUTION - NOT TO VOTE FOR FANCY DRESS PARTICIPANTS"
11920,iamkaranbachani,"@abpnewstv God plz forgive @RahulGandhi for his sayings on rally.. inko pllzz @Swamy39 ji k samne mat lana, varna Italy ya jail jana pad sakta hai.. #LokSabhaElections2019 #RAHULGANDHI #imphal #CongressMuktBharat #CongressCollapse"
11921,iamkaranbachani,"@ANI Plz tell @RahulGandhi if RTI is done on his education, he will be ashamed off to say anything.. sarey desh k samne naak kat jayegi pappu ji.. (embarrassing moment) Ek baar @Swamy39 ji se baat kar lo bas.. #RAHULGANDHI #Congress #imphal #WeWantChowkidar #LokSabhaElections2019"
11922,kumardurgesh262,"@RahulGandhi Sir @RahulGandhi Ji I think u are like my #ElderBrother,I tweeted u many but u have not read any of my tweets.why are u doing this with me?I tweet u as your own,but u are #Discriminating with me.u are not reading my tweetWhy are you doing this with me.
#RahulGandhi"
11923,Pappu4201,"@INCIndia @RahulGandhi Then why you  hated ppl in #manyata park who chanted #ModiModiModi and they were arrested ??
#ModiChantSpooksCong 
#LokSabhaElections2019 
#ModiOnceMore"
11924,sachidpandey,"#LokSabhaElections2019 Choti Soch, Juthe Wade, Ye hai Saare Congress ke Irade !!! @RahulGandhi @INCIndia @priyankac19, Congress has only Despoil our Nation."
11925,JournalistJmu,"Suspense continues over @JKNC_
-@INCJammuKashmir alliance for #LokSabhaElections2019

'Bol Baba Bol Alliance Hoga Ki Nahi 😅😆

@RahulGandhi 
@OmarAbdullah"
11926,Mukeshkashyap90,"In our view, the region is a potential manufacturing hub. In the agri sector, food and vegetables are being wasted here due to shortage of storage space. Food processing industries can be set up in Manipur: @RahulGandhi 
#RahulDemocracyDialogue 
#LokSabhaElections2019"
11927,QadirQd,"RT maqbool_sm: Every part of the country should be allowed to express itself. The BJP-RSS combination wants to impose one idea and crush other ideas. Their heavy-handedness is seen whenever there are protests: RahulGandhi 

#RahulDemocracyDialogue 
#LokSabhaElections2019"
11928,UdayRajSinghBo1,"is a must to add in our History books.

Elect wise, Elect for Nation!

Back an Indian's voice. Do learn &amp; share if you want a new India. 

#Vote4Nation
#LokSabhaElections2019 #nationfirst @narendramodi  @RahulGandhi @priyankagandhi #BattleOf2019"
11929,maqbool_sm,"Every part of the country should be allowed to express itself. The BJP-RSS combination wants to impose one idea and crush other ideas. Their heavy-handedness is seen whenever there are protests: @RahulGandhi 

#RahulDemocracyDialogue 
#LokSabhaElections2019"
11930,maqbool_sm,"Universities cannot run on the basis of an ideology, it should run on independent ideas. The @INCIndia will look into the establishment of good quality educational institutions in Manipur: @RahulGandhi 

#RahulDemocracyDialogue 
#LokSabhaElections2019"
11931,rkvvss,"@rekhaji883 @JhaSanjay @RahulGandhi We created the problem in 2012 and we will boast to be the saviors;

This is the biggest joke by #RahulGandhi.  Before promising to get rid off this #AngelTax, he should first #apologize for bringing it in the first place.

Can you @RahulGandhi?  #shameonyou #ShameOnCongress"
